"no";"title";"descr";"year";"imgLink";"genre"
1491;"일루셔니스트";"19세기 비엔나의 한 도시에서는 홀연히 나타나 사람들의 눈과 귀를 사로 잡고 있는 마술사 아이젠하임(에드워드 노튼)의 환상 마술이 한창이다. 현실과 환상의 경계를 넘나들며 초자연적인 힘을 펼쳐보이는 아이젠하임 마술에 대한 소문이 순식간에 유럽 전역으로 퍼져나가자, 황태자 레오폴드(루퍼스 스웰)까지 약혼녀 소피 (제시카 비엘)를 대동하고 공연장을 찾기에 이른다. 하지만, 아이젠하임의 무대에 보조로 서게 된 소피가 어릴 적 자신의 연인이라는 사실을 알아 본 아이젠하임은 그녀와 위험천만한 로맨스를 시작하고, 이를 눈치챈 레오폴드 황태자는 울 경감에게 아이젠하임을 사기꾼으로 몰아 체포하라는 명령을 내리는데..  아이젠하임을 헌신적으로 추종하는 대중들이 늘어나자 불안해진 레오폴드는 필사적으로 아이젠하임의 본색을 드러내려 한다. 팽팽한 신경전이 이어지는 가운데 새로운 국면을 향한 살인사건이 발생하고. 얘기치 않은 사건으로 두 사람의 관계는 파국으로 치달아 간다, 울 경감이 사건의 진실을 밝히기 위해 끈덕지게 파고드는 동안, 아이젠하임은 무대 위로 죽은 이의 영혼을 부르는 일생 일대 최고의 환상 마술을 펼쳐 보일 준비를 시작하는데...";"2006-08-18";"https://image.tmdb.org/t/p/original/kwyjHzRRcyMWhHoslpDq7IoOpUN.jpg";"[14,18,53,10749]"
1492;"1492 콜럼버스";"서쪽 바다로 항해하면 인도에 도착한다는 신념을 가지고 에스파냐 왕국으로 이민 온 이태리 출신 탐험가 콜럼버스. 그는 어린 아들 페르난도를 데리고 바다를 바라보다가 지평선 너머로 사라지는 배의 모습을 보고 지구가 둥글기 때문이라는 확신을 가진다.  지구는 평평한 땅이라 끝까지 가면 지옥으로 떨어질 것이며 그곳에는 괴물이 살고 있다는 공포와 미신이 난무했고 기존의 권리와 질서를 유지하려는 귀족들의 탁상공론까지 콜럼버스의 제안에 제동을 건다.  그러나 이자벨 여왕은 콜럼버스의 계획을 지원하여 1492년, 드디어 산타마리아 호를 비롯한 3척의 배로 항해를 시작한다. 극심한 공포와 난관을 헤치면서 예정의 2배가 넘는 2개월여 동안 서쪽으로 항해하던 콜럼버스 일행은 태초의 모습을 간직한 과나하니 섬을 발견하고 그곳을 인도의 일부라 생각하고 식민지로서 개척한다.  본토 대륙을 발견하기 위하여 2번째 항해를 한 콜럼버스는 서인도 제도에 민주적이고 이상적인 신세계를 건설하던 중 시련이 닥친다. 원주민과의 갈등과 동행한 귀족 목시카의 반란과 더불어 불어닥친 허리케인으로 그의 신세계는 황폐화되는데...";"1992-10-09";"https://image.tmdb.org/t/p/original/bZapv3IObMCuBoEHfp8Gg9UER1O.jpg";"[28,12,18,36]"
1493;"미스 에이전트";"어렸을 때부터 남자처럼 자란 FBI 요원 그레이시(산드라 블록)는 꿈에도 생각 못한 임무를 떠맡고 만다. 폭탄 테러범이 미스 U.S. 대회를 위협하고 있으니 위장 출전해 대회를 감시하라는 것. 평소에 머리 한 번 제대로 빗어본적 없던 그레이시는 임무를 피하려 발버둥쳐 보지만 얼마 전 사고를 친 대가로 기어이 대회장에 끌려 가고 만다.  다리 털을 뽑고 머리를 부풀리고 온갖 치장을 한 끝에 미스 뉴저지로 다시 태어난 그레이시. 그녀는 멍청한 줄만 알았던 미인 대회 참가자들이 의외로 다양한 생각을 가지고 있는 것을 보고 놀란다.";"2000-12-22";"https://image.tmdb.org/t/p/original/xnV1Z2X0TCWJr5i0SiyM0qPsvGB.jpg";"[35,80,28]"
1494;"황후화";"중국 당나라 말기, 중양절 축제를 앞두고 황금빛 국화가 황궁을 가득 채운다. 황제(주윤발)는 북쪽 국경을 수비하기 위해 떠났던 둘째 아들 원걸 왕자(주걸륜)를 데리고 황후(공리), 세 명의 왕자까지 온 가족이 함께 중양절을 보내기 위해 돌아온다. 오랜만에 황실로 돌아온 원걸 왕자는 불안해 보이는 황후의 건강과 국화에 대한 그녀의 집착에 걱정이 앞선다. 한편 깊어가는 자신의 병색에 황제가 연관되어 있음을 감지한 황후는 원걸 왕자와 중양절의 반란을 계획한다. 드디어 시작된 축제의 밤. 찬란한 달빛을 등지고 국화로 수놓은 황금 갑옷을 입은 십만의 병사들이 황제를 향해 칼을 겨누는데...";"2006-12-14";"https://image.tmdb.org/t/p/original/tYoMknVYikRd55uvHEUlCuU0L3z.jpg";"[28,18,14]"
1495;"킹덤 오브 헤븐";"전쟁으로 가족을 잃고 깊은 슬픔에 잠겨있는 프랑스의 젊은 대장장이 발리안에게 부상당한 십자군 기사 고프리가 찾아온다. 무언가 비밀을 품고 있는 듯한 그의 정체는 바로 발리안의 아버지. 발리안에게 숨겨진 전사의 자질을 꿰뚫어본 고프리는 자신과 함께 떠날 것을 제안하고, 발리안은 성스러운 도시를 지키기 위한 영예로운 여정을 시작한다. 발리안은 고프리로부터 여러 가지 검술과 전술 등을 배우며 용맹한 전사로 거듭난다. 그리고 고프리가 죽기 직전 수여한 작위를 받아 정식기사가 되어 성스러운 도시 예루살렘의 국왕 볼드윈 4세에 대한 충성을 서약하는데...";"2005-05-03";"https://image.tmdb.org/t/p/original/i90Xt1xvwZzfecWRhkXt7z2HtGl.jpg";"[18,28,12,36,10752]"
1497;"어메이징 닌자";"에이프릴의 방송을 보던 중, 거북이들은 자신들이 태어나게 된 원인에 대해서 알 수 있는 단서를 얻는다. 그리고 거북이들은 사부인 스플린터의 말에 따라 그것의 원인이 되었던 TGRI를 찾아가 그 물질을 손에 넣으려 하지만 실패하고, 자신들의 근원에 대해 알 수 있는 것을 놓쳐 낙심하게 된다. 그러던 중 피자배달부인 케노 덕분에 더 풋의 본거지를 알게 되고 그곳을 찾아가는 데, 그곳에서 생각지도 못한 인물을 만나게 되는데...";"1991-03-22";"https://image.tmdb.org/t/p/original/jXlXV8MNaJdsGaImYI4FjciX6sP.jpg";"[878,12,28,35,10751]"
1498;"닌자 거북이";"부모를 잃은 4마리의 거북이들과 늙은 쥐 한 마리가 하수구로 흘러들어온 방사능 물질로 인해 사람의 형태와 지능을 갖게된다. 순진하고 재치있는 레오나르도, 미켈란젤로, 도나텔로, 라파엘로로 구성된 4마리의 거북이들은 하수구에 숨어 살며 뉴욕시의 평화를 위해 고군분투한다. 한편 뉴욕에서 벌어지는 소리 없는 범죄를 보도하는 기자 에이프릴은 이 범죄의 피해자가 될 뻔 하였지만 닌자거북이들의 도움으로 위기를 탈출한다. 그들이 사람처럼 변한 이유와 그동안 하수구에 숨어 살아온 이야기를 나누며 에이프릴과 닌자거북이들은 급속도로 가까운 친구사이가 된다. 한편 그녀를 주시하던 소리 없는 범죄 조직 더풋은 그녀의 아파트로 총공격을 개시하는데…";"1990-03-30";"https://image.tmdb.org/t/p/original/3RpCpxWj11AHf2Otbtqxb6rFoqs.jpg";"[878,28,12,35,10751]"
1499;"어메이징 뮤턴트";"거북이들을 위해 여행선물로 골동품을 사온 에이프릴, 그 중에서 용도를 알 수 없는 물건이 있어 만지던 중 에이프릴이 사라진다. 대신 나타난 것은 켄신이라는 일본 막부시대의 영주 아들로 자신이 일본에서 온 것이라고 말해준다. 막부시대 일본으로 간 에이프릴은 마녀로 몰려 투옥된다. 거북이들은 에이프릴를 구하기 위하여 과거로 향하고, 그곳에 도착하자마자 라파엘과 나머지 셋은 갈라져 에이프릴을 찾기는 커녕 자신들마저 뿔뿔이 흩어지는데...";"1993-03-17";"https://image.tmdb.org/t/p/original/nek11zgrwaLzVpOKOwahgZhIT4L.jpg";"[28,12,35,10751,14,878]"
1523;"라스트 킹";"순진 무구한 젊은 의사 개리건,  세계에서 가장 잔혹한 독재자 이디 아민와 만나다!  이제 막 의과대학을 졸업한 니콜라스 개리건(제임스 맥어보이)은 아프리카 오지에서 가난한 사람들을 위해 자신의 의술을 펼치고자 하는 젊은 혈기로 홀홀단신 아프리카로 향한다. 그러나 그가 도착한 곳은 바로 독재자 이디 아민이 지배하고 있는 우간다.  장미빛 환타지에 취해 우간다에 도착한 그는 우연한 사고로 이디 아민과 맞딱드리게 되고, 젊은 그의 당당함과 물러서지 않는 배짱에 매료된 이디 아민은 그를 개인주치의로 고용하게 된다.  절친한 친구이자 자문가로 이디 아민의 삶속에 뛰어든 개리건  걷잡을 수 없는 광기의 회오리에 말려들다.  그후 개리건은 능력있고 인간적인 지도자의 모습에서 점차 전제적인 권력자로 변모해 가는 이디 아민의 곁에서 그의 절대적인 지지를 받으며 화려한 파티와 스포츠카, 아름다운 여인들에 둘러싸여 권력의 중심에 발을 들여놓게 된다.  그러던 개리건은 위험 천만의 로맨스에 빠져들게 된다. 그 대상은 바로 바로 이디 아민의 세번째 부인인 케이 아민(케리 워싱톤). 이미 정적들을 암살하고, 정권에 반대하는 국민들을 고문과 무자비한 학살로 극단의 잔혹성을 보이는 이디 아민에게 위협을 느끼지만 케이 아민과의 사랑은 깊어간다. 날로 위험해지는 우간다의 정세와 광기에 휩싸여가는 이디 아민의 사이에서 두 사람의 비밀스러운 로맨스는 마침내 파국을 향해 치닫는데…";"2006-01-12";"https://image.tmdb.org/t/p/original/quckyadj0bYCzIXMDIi4lrwJfth.jpg";"[18]"
1534;"패스파인더";"바이킹 대 아메리카 원주민 간의 부족 전쟁이 끝난 후 전쟁통에 한 바이킹 소년이 낙오된다. 소년은 아메리카 원주민들의 손에 키워지게 되고, 후에 그들을 도와 노르인의 침략에 맞서 싸우며 부족의 영웅이 되기에 이른다.";"2007-01-11";"https://image.tmdb.org/t/p/original/mME7efKNTU7jzXTgFkI1t0aQUiz.jpg";"[12,28]"
1535;"스파이 게임";"때는 1991년, 은퇴를 준비하고 있는 CIA의 베테랑 요원 나단 뮈어(Nathan Muir: 로버트 레드포드 분)는 자신의 부하였던 젊은 요원 톰 비숍(Tom Bishop: 브래드 피트 분)이 중국에서 스파이 혐의로 체포되었다는 소식을 듣는다. 비숍은 24시간 후 사형에 처해질 예정이지만 CIA 수뇌부는 국제관계 악화를 우려해 쉽게 결단을 내리지 못한다. 뮈어는 자신이 알고 있는 모든 지혜와 실력을 동원하여 비숍을 구출하기로 결심한다.  베트남 전선에서 저격수로 활약했던 비숍을 스카웃해 그에게 모든 것을 가르쳤던 뮈어의 머릿 속에서 그들의 과거가 빠르게 스쳐 지나간다. 함께 사선을 넘나들며 쌓은 우정과 베를린에서 베이루트까지 종횡무진했던 위험한 스파이 활동, 그들의 우정을 흔들리게 만든 한 여인(Elizabeth Hadley: 캐서린 맥코맥 분)까지.";"2001-11-18";"https://image.tmdb.org/t/p/original/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg";"[28,80,53]"
1538;"콜래트럴";"평범한 LA의 택시 운전사 맥스(제이미 폭스)는 돈을 모아 리무진 렌탈업을 하겠다는 소박한 꿈을 갖고 살고있다. 그는 어느날 밤, 우연히 타지에서 온 승객 빈센트(톰 크루즈)를 자신의 택시에 태우게 된다. 빈센트는 하룻밤동안 다섯 군데를 들러 볼일을 보고 새벽 6시까지 공항에 가야 한다며 택시를 전세 내자고 한다. 두 사람은 계약을 맺고, 맥스는 하룻밤 동안 빈센트의 여정에 동행하게 된다.  그러나 그는 곧 놀라운 사실을 알게 된다. 빈센트가 말한 다섯 가지의 볼일이란 바로 사람들을 죽이는 살인청부 일이었던 것. 빈센트는 마약조직에 불리한 증언을 한 증인들과 담당 검사를 살해하기위해 LA에 온 청부업자였던 것이다. 맥스는 그 상황에서 벗어나고자 몸부림치지만 그럴수록 더 깊숙이 개입하게 되는데...";"2004-08-04";"https://image.tmdb.org/t/p/original/9VIpBfup8MKmP5xFy2G9PiI8A8l.jpg";"[18,80,53]"
1541;"델마와 루이스";"보수적인 남편을 둔 가정주부 델마와 식당 웨이트리스로 일하는 루이스. 반복되는 일상을 벗어나 함께 휴가를 떠난 두 친구는 휴게소에서 그녀들을 강간하려는 한 남자를 우발적으로 살해하게 되고, 즐거웠던 여정은 순식간에 끝을 알 수 없는 도주가 되어버린다. 돌이킬 수 없는 과거를 뒤로 한 채 사막을 달리며 자유로움을 만끽하는 그녀들. 경찰의 추적을 따돌리기 위해 멕시코로 향하는 길목에서 매력적인 카우보이 제이디가 나타나게 되고, 그에게 호감을 느끼는 델마를 지켜보며 루이스는 조금씩 불안감이 커진다. 한편, 강력범으로 수배가 된 그녀들은 좁혀오는 수사망과 함께 점차 벼랑 끝으로 내몰리게 되는데…";"1991-05-24";"https://image.tmdb.org/t/p/original/cG33m3donf0PrPSN5zUeqydlQat.jpg";"[18,53,80,12]"
1542;"뛰는 백수 나는 건달";"서류뭉치, 끊이지 않는 상사 잔소리, 목을 조이는 넥타이. 반복된 업무와 스트레스에로 지친 주인공, 피터 깁슨(Peter Gibbons: 론 리빙스톤 분)은 견디다 못해 최면 요법 치료를 받으러 간다. 그런데 이게 웬 날벼락, 최면치료 중 치료사가 갑자기 심장마비로 죽고, 피터는 최면이 풀리지 않은 상태로 남게 된다. 문제는 그 다음부터. 최면 요법으로 스트레스가 풀린 피터는 복장자유에다 지각은 물론이고, 근무시간에 전자오락만 하는 등 백수처럼 일은 안하고 빈둥거리며 지낸다. 또한 남는 시간은 식당에서 알게 된 매력적인 웨이트리스(Joanna: 제니퍼 애니스톤 분)와 사귀면서 시간을 보내고, 평소부터 감정이 좋지 않았던 부사장에게 대드는 등 사무실의 안하무인격으로 건달처럼 행동한다. 그런데 솔직하며 직설적인 그의 행동이 본사에서 내려온 '인사조사단'에게 오히려 좋게 평가되고 설상가상으로 그의 행동은 더욱 대담해지는데...";"1999-02-19";"https://image.tmdb.org/t/p/original/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg";"[35]"
1544;"이매진 미 앤 유";"첫눈에 사랑을 느낀 두 사람. 그러나, 그들에게는 두가지 문제가 있었으니 하필 그 사랑을 느낀 장소가 다른 주인공의 결혼식에서라는 점이고, 또한 그 둘은 이성을 사랑하는 보통사람과는 다른 사랑을 느꼈다는 점이다. 매력적인 두 여자가 사랑에 빠진 것이다. 그리고 그들은 수많은 어려움과 현실에 직면하게 되는데...";"2005-02-01";"https://image.tmdb.org/t/p/original/a7CbxY3TMwFKX6awlBxhb7Es6tS.jpg";"[18,35,10749]"
